ID,State,Date,Day_of_Week,Time_of_Day,Weather_Conditions,Road_Conditions,Light_Conditions,Type_of_Road,Type_of_Junction,Type_of_Accident,Vehicle_Type,Driver_Age_Group,Num_Vehicles_Involved,Num_Casualties,Speed_Limit,Distance_to_Nearest_Hospital,Distance_to_Nearest_Police_Station,Visibility,Road_Width,Road_Surface_Friction_Coefficient,Vehicle_Speed,Time_Taken_for_Emergency_Response
165834,Montana,2024-02-26 03:27:35,Saturday,12:00:24,Sunny,Wet,Night,Rural,Crossroads,Side collision,Bicycle,Teenager,1,3,48,9.650431088,4.568804154,900.8579516,5.052389897,0.4137548177,50,17.86521197
165835,Maine,2024-01-05 16:53:12,Tuesday,06:39:07,Sunny,Wet,Dawn,Rural,Roundabout,Head-on collision,Truck,Senior,5,2,39,4.760114608,6.126481824,465.1933256,,0.3020738277,81,26.1285023
165836,Massachusetts,2024-02-22 14:51:14,Wednesday,06:08:21,Foggy,Dry,Daylight,Rural,Overpass,Run-off-road,Motorcycle,Adult,4,0,55,6.595483344,4.098255513,754.9402329,,0.7991180835,66,29.03112191
165837,Georgia,2024-02-03 05:36:43,Friday,18:46:20,Snowy,Dry,Dusk,Rural,Intersection,Cyclist involved,Truck,Teenager,5,2,70,2.563037075,2.187370893,193.673069,3.7162352,0.2613800947,83,24.01522853
165838,Delaware,2024-02-15 14:54:23,Monday,18:26:53,Rainy,Icy,Dusk,Freeway,Overpass,Rollover,Pedestrian,Senior,4,1,42,2.678395092,3.819796006,151.395126,9.197470011,0.9547321899,60,14.63100499
165839,Minnesota,2024-02-09 13:29:27,Saturday,13:20:05,Snowy,Snowy,Daylight,Rural,T-Junction,Head-on collision,Motorcycle,Teenager,5,1,47,5.711545263,6.695689273,475.4230093,8.858405796,0.731778535,69,20.82086558
165840,Arizona,2024-02-06 05:40:14,Thursday,16:41:32,Sunny,Icy,Dusk,Street,Crossroads,Rear-end collision,Bicycle,Teenager,4,0,42,6.507610893,7.102271178,610.3780893,6.31434021,0.5058370475,9,
165841,Ohio,2024-02-08 18:04:14,Monday,05:23:00,,Snowy,Daylight,Rural,Crossroads,Pedestrian involved,Truck,Adult,2,3,61,0.6954819992,0.5573397196,285.4375246,3.896139888,0.564135634,93,16.26972198
165842,New Hampshire,2024-02-23 06:57:19,Saturday,18:03:22,Stormy,Icy,Daylight,Urban,T-Junction,Run-off-road,Pedestrian,Adult,4,3,31,7.887388496,6.901267643,357.0208592,6.862969448,0.1206899356,95,24.80682291
165843,Iowa,2024-01-04 04:23:25,Sunday,01:56:26,Snowy,Snowy,Daylight,Street,Overpass,Run-off-road,Truck,Senior,5,3,52,9.045227473,3.875083257,616.1515613,8.707452356,0.1801346629,23,16.07152844
165844,Alaska,2024-02-22 18:06:46,Sunday,21:39:57,Stormy,Snowy,Dawn,Freeway,Roundabout,Rollover,Motorcycle,Adult,4,3,67,3.178487024,2.012399022,738.6152466,,0.8849402031,,19.70105559
165845,Nebraska,2024-02-20 11:04:25,Saturday,14:30:25,Foggy,Wet,Dawn,Freeway,Intersection,Side collision,Pedestrian,Senior,4,3,63,6.338247965,0.4711867797,279.8513056,4.645318879,0.8930235162,47,10.39937483
165846,North Dakota,2024-01-24 06:56:39,Sunday,13:22:20,Rainy,Dry,Night,Urban,Intersection,Run-off-road,Car,Senior,4,3,59,2.507498273,8.011960066,853.0388885,9.045141593,0.466023739,81,10.0963021
165847,Iowa,2024-02-07 04:02:59,Thursday,17:25:26,Foggy,Wet,Dawn,Freeway,Roundabout,Cyclist involved,Truck,Young Adult,5,1,51,2.36145956,2.77481279,278.4788108,6.538503139,0.5294798562,19,11.96815932
165848,Tennessee,2024-02-12 00:15:46,Tuesday,19:33:26,Foggy,Dry,Dawn,Freeway,Crossroads,Rear-end collision,Pedestrian,Adult,5,3,45,2.279779096,5.356192276,282.3273888,4.838679996,0.2972214176,35,29.88482928
165849,Rhode Island,2024-02-14 21:14:09,Thursday,01:24:32,Sunny,Icy,Dusk,Highway,,Rear-end collision,Pedestrian,Adult,2,0,59,4.343910999,6.639744478,539.565396,7.471562227,0.1808374596,72,24.5998875
165850,Missouri,2024-01-23 01:47:50,Sunday,15:47:32,Snowy,Dry,Dawn,Rural,,Rear-end collision,Pedestrian,Adult,5,3,63,6.478620088,2.804349563,271.1551415,7.994175241,0.2084778567,53,
165851,Mississippi,2024-01-10 19:04:18,Friday,14:41:56,Stormy,Muddy,Night,Rural,Overpass,Side collision,Bicycle,Senior,2,1,40,7.787049697,5.216286456,913.2519814,6.689948128,0.2051695728,10,26.23295847
165852,Texas,2024-02-16 13:22:54,Saturday,01:43:39,Stormy,Icy,Dawn,Street,Intersection,Rear-end collision,Pedestrian,Senior,2,2,66,2.564251899,2.738493285,935.9150537,5.149694526,0.227167268,52,28.68427176
165853,Georgia,2024-02-25 23:00:39,Tuesday,01:42:37,Sunny,Snowy,Night,Highway,Roundabout,Pedestrian involved,Motorcycle,Teenager,5,1,42,9.798001062,6.92458783,501.2954376,6.328992182,0.4752366081,7,
165854,Tennessee,2024-01-09 12:32:56,Tuesday,08:45:56,Snowy,Icy,Night,Freeway,Crossroads,Cyclist involved,Pedestrian,Young Adult,5,2,39,7.212612873,3.601219158,784.7767067,8.302279829,0.603785642,74,18.37823742
165855,Maine,2024-01-01 15:43:12,Tuesday,15:35:05,Foggy,Dry,Night,Urban,Intersection,Head-on collision,Motorcycle,Teenager,5,3,45,1.903713533,2.97341856,100.3425877,9.677426689,0.3363654901,47,14.45920523
165856,Vermont,2024-02-16 10:36:25,Friday,17:20:47,Snowy,Wet,Dusk,Freeway,,Side collision,Bicycle,Adult,2,1,33,0.2131390057,3.013555869,891.7992723,5.592736731,0.5353942555,71,16.93039391
165857,New Jersey,2024-01-10 21:10:01,Tuesday,16:20:28,,Muddy,Dusk,Highway,Roundabout,Rollover,Truck,Adult,5,2,68,2.604060798,3.242817496,945.3961602,9.077524951,0.6165975203,,15.90665785
165858,Virginia,2024-01-24 22:09:39,Thursday,12:41:36,Foggy,Muddy,Dusk,Street,Underpass,Rollover,Bicycle,Senior,4,0,33,6.985103704,1.934392173,640.1685792,3.386180325,0.3922764938,32,14.4488746
165859,Connecticut,2024-02-25 09:47:27,Friday,08:26:52,Snowy,Dry,Night,Highway,Crossroads,Run-off-road,Motorcycle,Teenager,4,3,41,8.983728799,1.642305265,977.3604857,6.666000322,0.90696477,24,10.41750064
165860,Connecticut,2024-02-22 17:22:55,Wednesday,20:32:18,Rainy,Icy,Dawn,Street,Roundabout,Cyclist involved,Truck,Adult,3,3,60,0.9591692795,6.343480142,738.801006,6.108421561,0.2680277011,85,13.54952569
165861,Oregon,2024-01-21 12:45:07,Saturday,01:34:58,Snowy,Icy,Night,Highway,Overpass,Head-on collision,Car,Young Adult,4,3,52,2.012472408,1.355293127,220.1168542,7.453377331,0.5447605946,72,21.96598513
165862,Missouri,2024-01-04 01:09:50,Wednesday,21:50:11,Snowy,Muddy,Daylight,Urban,Crossroads,Rollover,Pedestrian,Teenager,1,3,61,7.872545859,5.167871624,239.6833828,8.739327784,0.2923280459,6,26.16275505
165863,Colorado,2024-01-11 10:05:30,Monday,01:45:23,,Icy,Dawn,Urban,Crossroads,Pedestrian involved,Car,Senior,1,3,50,5.641827985,6.803876425,684.4565981,8.546955789,0.3739613022,,6.89553377
165864,Kentucky,2024-02-04 22:55:02,Thursday,01:54:27,Snowy,Dry,Dusk,Rural,Crossroads,Rear-end collision,Car,Teenager,5,3,49,4.918805638,8.374148959,747.4867432,7.102224643,0.1474393321,34,18.11567599
165865,Wyoming,2024-01-29 00:10:25,Wednesday,08:26:54,Foggy,Snowy,Daylight,Freeway,Crossroads,Head-on collision,Motorcycle,Adult,2,3,42,8.517319804,1.681408521,382.2955334,7.374214999,0.8399347571,62,26.60870683
165866,South Carolina,2024-01-20 03:27:26,Saturday,05:00:34,Snowy,Dry,Dusk,Rural,Intersection,Pedestrian involved,Pedestrian,Teenager,2,1,60,5.482273281,6.497195591,356.9660618,8.879249127,0.3036685054,,7.737982094
165867,Rhode Island,2024-02-25 22:04:26,Monday,02:33:41,Foggy,Dry,Dawn,Street,,Cyclist involved,Motorcycle,Teenager,1,2,42,3.528828434,5.461657374,115.1996639,4.615854792,0.8963914744,40,
165868,Oklahoma,2024-02-22 16:57:36,Monday,01:11:44,Foggy,Dry,Dusk,Street,Roundabout,Side collision,Pedestrian,Teenager,4,1,45,8.553442499,7.27634035,230.6205857,8.961229838,0.4888871788,65,23.16331089
165869,Wyoming,2024-02-03 17:00:46,Sunday,05:02:53,Stormy,Icy,Night,Highway,T-Junction,Rollover,Bicycle,Teenager,2,0,67,6.279944746,2.258264511,686.8469,7.485780498,0.600350001,38,5.667352093
165870,Alabama,2024-02-21 19:53:59,Wednesday,07:31:53,Rainy,Icy,Night,Highway,T-Junction,Head-on collision,Pedestrian,Teenager,1,3,,7.679588158,1.839575416,602.6066241,9.310504694,0.8308422012,27,
165871,North Carolina,2024-02-20 15:43:36,Sunday,02:01:12,Stormy,Icy,Dawn,Street,Intersection,Cyclist involved,Truck,Young Adult,4,2,46,8.776817544,1.073369641,893.6060749,7.308635633,0.2546418529,0,5.973963192
165872,Louisiana,2024-02-07 07:58:40,Friday,04:54:36,Foggy,Dry,Daylight,Freeway,Crossroads,Rollover,Pedestrian,Teenager,3,0,62,2.387901648,6.872133628,312.4798272,8.070239606,0.9377650824,18,19.79233228
165873,New Jersey,2024-01-22 19:20:46,Thursday,10:34:58,Stormy,Snowy,Daylight,Freeway,Intersection,Rollover,Truck,Senior,3,0,38,3.29042391,7.339291825,452.7944596,3.173174831,0.7715108979,9,29.83158982
165874,Florida,2024-01-16 05:00:13,Monday,06:25:50,Sunny,Dry,Night,Urban,,Rollover,Bicycle,Senior,2,3,37,3.448818205,5.167352147,534.7997156,4.219531115,0.116606191,81,8.606826518
165875,Ohio,2024-01-02 08:28:21,Sunday,04:46:59,Rainy,Dry,Daylight,Freeway,Overpass,Pedestrian involved,Bicycle,Senior,3,0,41,5.721695919,7.312896598,851.6221886,4.480004708,0.8315757874,37,28.65783679
165876,Alaska,2024-02-02 23:34:29,Sunday,01:25:47,Snowy,Dry,Dawn,Rural,Roundabout,Pedestrian involved,Bicycle,Senior,3,1,64,9.284299428,9.65016114,199.2673842,7.416786291,0.415302546,35,10.21676176
165877,Arkansas,2024-02-13 13:23:01,Thursday,10:43:31,Stormy,Muddy,Dawn,Freeway,Roundabout,Cyclist involved,Bicycle,Teenager,3,1,57,7.082752706,7.796605121,886.5779626,8.571296686,0.1463012076,83,25.18520356
165878,Iowa,2024-01-28 01:30:16,Sunday,08:34:40,Rainy,Snowy,Daylight,Freeway,Intersection,Head-on collision,Truck,Senior,2,0,46,2.330287503,4.874011413,422.7924922,8.306365056,0.3443984484,62,10.34929509
165879,Maine,2024-02-10 14:10:55,Friday,12:57:05,Stormy,Icy,Daylight,Freeway,Overpass,Rollover,Bicycle,Adult,1,1,35,0.7538994033,9.808309278,597.8720596,9.46497139,0.6148672217,92,29.34615435
165880,Texas,2024-02-08 00:49:06,Tuesday,21:10:22,Rainy,Dry,Night,Rural,Underpass,Head-on collision,Pedestrian,Young Adult,2,0,46,1.189868676,1.490197978,262.9184674,8.465999579,0.446109359,79,11.9832995
165881,Wisconsin,2024-02-22 08:00:26,Tuesday,15:30:40,Sunny,Icy,Night,Freeway,,Rear-end collision,Pedestrian,Senior,4,3,58,0.7459535654,6.575085909,431.4417257,9.605120999,0.9189876836,,6.791146853
165882,Illinois,2024-01-20 18:38:10,Monday,05:25:25,Rainy,Snowy,Dusk,Street,Intersection,Cyclist involved,Car,Young Adult,1,0,,1.258060565,6.150004747,277.4602411,4.670070668,0.2590706067,99,24.50355501
165883,Missouri,2024-01-06 15:08:31,Tuesday,06:13:00,,Icy,Dawn,Freeway,Intersection,Rollover,Truck,Young Adult,1,1,58,5.157809363,0.8580975388,481.3332398,5.834103271,0.6943530906,97,18.01826943
165884,Montana,2024-01-11 06:35:11,Thursday,11:27:31,Rainy,Icy,Daylight,Urban,T-Junction,Cyclist involved,Pedestrian,Teenager,5,3,66,5.548051597,2.336528169,858.1791312,3.613945535,0.1197467152,98,29.18852181
165885,North Carolina,2024-02-03 11:25:16,Wednesday,05:21:01,Snowy,Muddy,Dusk,Street,Underpass,Rear-end collision,Car,Young Adult,5,1,41,4.556959299,3.40100799,303.5882177,8.098752293,0.2130934196,3,18.21011241
165886,Oklahoma,2024-01-04 18:12:52,Thursday,04:02:27,Sunny,Icy,Dawn,Freeway,Overpass,Head-on collision,Truck,Teenager,3,1,40,8.146369277,4.836873299,173.7644328,6.456505254,0.3243297847,61,20.36210165
165887,Indiana,2024-02-03 14:11:15,Tuesday,07:24:21,Snowy,Wet,Night,Rural,,Rear-end collision,Car,Senior,4,1,64,1.638072449,0.5971680506,389.996893,8.104309985,0.7370077462,82,11.02309835
165888,Nevada,2024-02-13 23:36:54,Wednesday,16:02:22,Stormy,Muddy,Daylight,Highway,Intersection,Run-off-road,Truck,Young Adult,2,3,41,2.814458635,1.334565547,985.0451545,5.485273162,0.1060172473,65,9.248063824
165889,Michigan,2024-01-13 22:54:34,Saturday,13:39:16,Rainy,Icy,Night,Highway,Underpass,Cyclist involved,Truck,Adult,1,3,57,7.036960602,3.179996267,872.4766652,7.382610813,0.2714663235,13,24.01613228
165890,Hawaii,2024-01-24 04:21:16,Monday,00:20:14,Stormy,Snowy,Dawn,Urban,,Side collision,Bicycle,Adult,4,2,,2.772705101,7.630475758,203.0074177,3.29389745,0.6399977607,16,26.25779471
165891,Wisconsin,2024-02-12 12:43:19,Saturday,22:49:20,Stormy,Wet,Daylight,Rural,Roundabout,Head-on collision,Car,Young Adult,1,0,30,9.713430636,2.977348951,643.5385179,6.600080134,0.1678247006,65,7.456472091
165892,South Dakota,2024-02-01 02:03:52,Sunday,04:24:14,Snowy,Dry,Dusk,Rural,Underpass,Run-off-road,Bicycle,Teenager,2,0,31,3.575517955,6.621544979,957.5765377,7.199756372,0.8518999127,29,9.439004299
165893,Missouri,2024-01-25 11:29:39,Thursday,10:22:35,Snowy,Muddy,Daylight,Freeway,Intersection,Side collision,Truck,Adult,4,1,33,3.958247672,1.915928848,844.7570736,5.957406588,0.4819521166,21,18.91000255
165894,Utah,2024-01-02 06:40:17,Thursday,12:18:55,Stormy,Icy,Dusk,Highway,,Side collision,Truck,Senior,5,1,66,3.463913106,7.096915876,325.4668603,8.462802381,0.6369293069,82,29.45248835
165895,Alabama,2024-02-07 20:39:34,Monday,20:28:28,,Wet,Daylight,Highway,Overpass,Cyclist involved,Motorcycle,Adult,3,1,40,4.076131934,0.4115721856,822.9736561,8.782301606,0.3062286245,91,26.39659176
165896,Maryland,2024-01-24 03:49:27,Tuesday,04:24:43,Stormy,Wet,Dawn,Urban,T-Junction,Cyclist involved,Car,Adult,2,2,53,5.59248983,0.877781966,470.1910463,8.522196524,0.6901305378,69,20.9154302
165897,Kansas,2024-01-18 00:36:18,Thursday,14:47:28,Rainy,Icy,Dawn,Highway,Underpass,Rollover,Bicycle,Young Adult,1,3,30,4.803488383,8.59673289,292.0331943,9.594176359,0.3385266928,15,11.49517921
165898,Washington,2024-01-09 14:10:24,Saturday,22:52:26,Stormy,Dry,Night,Rural,Roundabout,Cyclist involved,Car,Senior,5,0,,0.4100718062,7.363835847,303.0023232,3.82358423,0.1859449331,24,6.263128811
165899,South Carolina,2024-01-17 22:26:55,Thursday,13:22:02,Stormy,Dry,Daylight,Rural,Roundabout,Side collision,Truck,Senior,2,0,64,2.445801738,3.969966943,828.8627191,7.076242489,0.7362572177,1,18.43107132
165900,Oregon,2024-01-24 06:08:11,Thursday,18:54:44,Snowy,Icy,Dusk,Highway,Roundabout,Side collision,Motorcycle,Senior,5,3,47,5.027527697,5.781093238,178.946077,9.261721176,0.2728766892,93,18.96829045
165901,Rhode Island,2024-01-24 13:32:00,Thursday,03:40:39,Foggy,Snowy,Dusk,Highway,Roundabout,Side collision,Truck,Adult,1,3,35,0.585286948,2.377600068,923.7101045,3.238841537,0.2646759901,,5.516824983
165902,Tennessee,2024-02-03 18:54:55,Tuesday,04:14:25,,Snowy,Daylight,Rural,,Cyclist involved,Bicycle,Adult,5,2,31,9.807155113,4.964410087,332.6461934,9.322678194,0.8588198551,12,10.87527458
165903,Nebraska,2024-02-24 01:58:15,Friday,11:46:40,Sunny,Muddy,Dawn,Street,T-Junction,Run-off-road,Car,Young Adult,4,1,53,0.1622055336,7.769765188,549.444683,6.749058571,0.7494170057,,
165904,Texas,2024-01-24 16:38:12,Wednesday,03:23:16,Sunny,Muddy,Night,Rural,Overpass,Pedestrian involved,Bicycle,Young Adult,4,3,50,2.528128821,9.403276011,231.7057779,5.563460146,0.6302413627,67,17.60196877
165905,Missouri,2024-02-26 00:18:16,Sunday,06:34:22,Sunny,Snowy,Night,Street,Intersection,Run-off-road,Truck,Senior,5,3,43,2.499997741,3.411179995,286.5746409,,0.9671789631,21,20.1786115
165906,North Carolina,2024-02-11 05:29:51,Wednesday,14:06:30,Foggy,Snowy,Dusk,Rural,Intersection,Rear-end collision,Bicycle,Young Adult,5,3,57,5.471134871,9.144240737,297.7888726,9.995028357,0.4086317032,,9.666472662
165907,Michigan,2024-01-28 16:17:18,Saturday,12:30:29,Sunny,Icy,Dusk,Highway,Overpass,Cyclist involved,Car,Senior,4,1,50,6.227855646,7.564510733,196.17368,3.650287333,0.7180647178,76,13.12226002
165908,Connecticut,2024-02-11 20:40:31,Monday,22:33:03,Snowy,Snowy,Night,Freeway,Crossroads,Side collision,Pedestrian,Adult,5,0,65,6.676591352,2.296994092,632.7315664,5.21661926,0.4810904163,,13.90021203
165909,Washington,2024-02-18 18:53:20,Wednesday,21:13:35,Stormy,Icy,Night,Rural,Roundabout,Head-on collision,Truck,Senior,1,0,65,9.889019744,5.626284147,481.7791569,4.350053548,0.6723976029,96,
165910,Virginia,2024-01-09 07:02:45,Tuesday,03:28:09,Rainy,Wet,Daylight,Rural,Intersection,Rollover,Bicycle,Senior,2,3,52,0.3229182866,6.576911648,689.7074056,8.77459207,0.1635436334,41,21.77709603
165911,Illinois,2024-02-26 17:38:32,Tuesday,14:37:19,Rainy,Wet,Dawn,Street,,Cyclist involved,Pedestrian,Young Adult,3,2,32,4.838544117,2.083492497,262.785055,7.054069123,0.7176347097,1,6.890954253
165912,Kentucky,2024-02-04 02:45:48,Friday,00:03:48,Rainy,Muddy,Dawn,Rural,Overpass,Head-on collision,Car,Senior,1,2,69,8.736588103,1.522121463,481.000975,8.71380414,0.9867837584,17,14.49595766
165913,Kansas,2024-02-28 08:28:41,Tuesday,12:46:03,Rainy,Wet,Dawn,Street,Roundabout,Side collision,Pedestrian,Teenager,2,2,42,9.276154411,5.625290079,805.4632916,4.337843491,0.9976526737,8,21.13551176
165914,Wisconsin,2024-02-16 07:12:08,Thursday,21:24:45,Snowy,Snowy,Dawn,Freeway,Crossroads,Head-on collision,Car,Young Adult,3,0,,2.620087119,5.339443485,388.1186078,5.70352605,0.2528339186,100,23.7618447
165915,West Virginia,2024-02-25 22:10:51,Tuesday,16:21:04,Sunny,Snowy,Daylight,Highway,Crossroads,Side collision,Truck,Teenager,2,2,66,1.366440739,9.998112531,733.9162225,9.404867048,0.661019857,69,27.76715795
165916,Illinois,2024-01-28 22:33:43,Monday,16:43:01,,Muddy,Night,Highway,,Side collision,Truck,Senior,1,2,36,9.96887975,5.565683956,946.6858432,,0.2130214533,,12.75609815
165917,Maine,2024-01-16 13:55:03,Sunday,19:03:03,Foggy,Wet,Dusk,Highway,Underpass,Pedestrian involved,Pedestrian,Senior,3,1,69,7.184223342,9.253506724,224.5455962,8.23760162,0.2413860081,8,
165918,Kansas,2024-01-06 00:07:46,Sunday,15:46:50,Foggy,Snowy,Dawn,Street,Underpass,Cyclist involved,Motorcycle,Senior,4,3,55,9.286211433,7.969941943,561.2054472,,0.4651044508,,18.16315476
165919,Michigan,2024-02-25 06:59:58,Monday,01:04:33,Snowy,Dry,Daylight,Street,Overpass,Rollover,Car,Senior,5,0,70,3.327940662,7.205691192,211.403134,4.838009163,0.742521144,19,13.66908578
165920,Virginia,2024-01-29 03:23:57,Sunday,14:59:45,Foggy,Wet,Dawn,Street,Intersection,Head-on collision,Truck,Senior,2,1,60,0.1246803595,0.8329650952,638.2216695,,0.8132789649,94,6.947734811
165921,Connecticut,2024-01-26 11:07:48,Wednesday,13:00:28,Rainy,Wet,Dusk,Urban,T-Junction,Rear-end collision,Bicycle,Teenager,1,0,40,3.848093038,0.5726156637,627.9250819,9.276129658,0.9061068609,26,28.84185526
165922,Nevada,2024-01-30 01:10:02,Wednesday,03:28:29,Stormy,Snowy,Dusk,Urban,Overpass,Head-on collision,Car,Senior,3,3,37,4.531901568,9.849024358,818.6949393,4.73610486,0.5809260451,,10.19866255
165923,Arkansas,2024-01-31 08:53:47,Thursday,13:42:51,Snowy,Muddy,Dusk,Freeway,Overpass,Cyclist involved,Pedestrian,Senior,2,1,61,0.4248405723,5.102196839,709.6190999,7.374721563,0.5422713205,38,24.8332541
165924,Illinois,2024-02-08 06:25:26,Wednesday,13:04:43,,Wet,Daylight,Street,Underpass,Rollover,Bicycle,Senior,3,0,54,6.180820501,4.821386923,329.8974667,9.167652898,0.5071453076,78,18.45309943
165925,Kansas,2024-02-01 06:24:14,Thursday,19:40:55,Sunny,Muddy,Dusk,Urban,Overpass,Head-on collision,Pedestrian,Adult,3,2,,4.023365762,3.336432154,904.1748631,8.4380309,0.8404717487,92,24.17148286
165926,Idaho,2024-02-14 00:13:26,Thursday,19:37:16,Stormy,Icy,Night,Street,Overpass,Cyclist involved,Motorcycle,Adult,2,2,60,9.854361021,9.848566653,811.9455605,9.233539967,0.4485036248,93,5.856897123
165927,Washington,2024-02-11 04:41:26,Sunday,03:54:15,Stormy,Dry,Dusk,Rural,Underpass,Rollover,Motorcycle,Adult,4,3,34,7.097587988,9.503108647,822.6370148,6.000363868,0.183827877,3,27.06298847
165928,Illinois,2024-01-15 08:52:04,Sunday,00:25:04,Snowy,Icy,Dawn,Freeway,Roundabout,Pedestrian involved,Car,Adult,3,1,61,8.563894511,2.710803678,409.0141022,6.303722728,0.2965442742,40,17.80933883
165929,Virginia,2024-01-03 02:26:22,Friday,17:05:07,Stormy,Wet,Dusk,Urban,T-Junction,Run-off-road,Pedestrian,Adult,2,3,63,0.7449731489,4.787285158,749.1029911,6.19129347,0.2997033525,46,19.47295205
165930,Missouri,2024-02-07 01:05:58,Wednesday,21:58:06,Sunny,Wet,Dawn,Street,Underpass,Side collision,Motorcycle,Teenager,4,2,68,6.312354928,1.523213907,298.6459219,6.688603281,0.722423075,42,28.35825093
165931,Delaware,2024-01-28 22:46:41,Tuesday,12:04:47,Snowy,Muddy,Dusk,Freeway,,Run-off-road,Pedestrian,Young Adult,4,3,69,2.796319953,6.969183725,342.7760688,8.39001597,0.7527793751,38,15.8558973
165932,North Dakota,2024-02-25 22:46:43,Saturday,11:59:05,Stormy,Icy,Night,Street,Overpass,Side collision,Bicycle,Teenager,5,3,30,4.698951385,6.568370003,148.0533876,6.660172469,0.6132770568,42,14.33694306
165933,Massachusetts,2024-02-26 07:23:19,Saturday,21:31:36,Sunny,Icy,Dusk,Freeway,Underpass,Run-off-road,Car,Young Adult,4,3,60,4.219461563,2.407535502,281.4798141,8.103853807,0.5094188706,,7.964613955
165934,Nebraska,2024-02-24 16:07:09,Thursday,08:07:24,,Dry,Dawn,Street,Roundabout,Head-on collision,Pedestrian,Young Adult,2,3,36,6.410105993,3.125269129,878.9377272,3.493176387,0.5488201034,76,23.6527496
165935,Hawaii,2024-02-13 15:32:37,Monday,03:19:43,Foggy,Icy,Daylight,Highway,Roundabout,Side collision,Motorcycle,Senior,1,3,51,6.875176386,0.6860113693,404.3239763,4.617630697,0.6644120261,,25.19093608
165936,Kansas,2024-01-17 02:57:09,Wednesday,12:13:21,Rainy,Dry,Daylight,Highway,Overpass,Pedestrian involved,Bicycle,Adult,1,0,62,1.621158929,7.506973549,972.0802337,5.654460186,0.5212866587,94,
165937,Ohio,2024-01-31 13:23:37,Thursday,01:30:00,Sunny,Icy,Night,Urban,Overpass,Rear-end collision,Motorcycle,Teenager,2,2,49,7.938723162,4.722864969,102.6244589,6.785657657,0.379061733,27,21.70252648
165938,Michigan,2024-02-19 02:32:25,Saturday,11:30:54,Sunny,Snowy,Daylight,Highway,Overpass,Pedestrian involved,Pedestrian,Young Adult,2,3,67,9.421968665,7.76469596,864.1713632,8.138203182,0.4618214727,70,
165939,Maine,2024-01-03 02:35:22,Friday,11:31:38,Foggy,Dry,Dusk,Street,Intersection,Rollover,Truck,Adult,3,1,49,8.773134294,5.349573241,678.7782857,4.333422547,0.8372040395,74,13.87439686
165940,Wisconsin,2024-02-17 17:17:53,Sunday,07:12:23,Snowy,Icy,Dawn,Highway,Overpass,Pedestrian involved,Pedestrian,Young Adult,4,2,56,5.249716239,6.154693531,490.8063822,4.799763599,0.9363218026,31,28.42424788
165941,Nebraska,2024-02-06 22:29:44,Wednesday,14:17:12,Sunny,Dry,Night,Rural,Underpass,Rollover,Bicycle,Senior,4,0,46,5.21781003,0.6405299812,576.8343441,4.396142671,0.7417532632,73,19.7197089
